,Community,Result,Year,Above 15 ppb,Above 10 ppb,Above 5 ppb,Household_income,Black_income,American_Indian_Income,Asian_income,Hawaiian_income,White_income,Hispanic_income,Total_households,Self_employed,Not_self_employed,Area in Square Miles,Summarized area in Square Miles.1,Income_to_poverty_base,Income_below_poverty_level,Ratio_households_above_poverty_level,Summarized area in Square Miles.2,Percent_white,Percent_black,Percent_native_american,Percent_asian,Percent_hawaiian,Percent_hispanic,Population 9-47 mo1,Total Screened,Percent Screened,Percentage_0-4,Percentage_5-9,Percentage_10-24,Percentage_>25,Percent_Pre-1978_Housing_Units,Percentage_>5
173,PROVINCETOWN,0.0008138888888888888,2016.0,0.0,0.0,0.05555555555555555,50202.77050134,0.0,0.0,0.0,0.0,48959.10398866,79517.48418803,1740.99674385,368.99930987,1371.99743398,10.44306873,9.95977306,2838.95127593,181.99687644,8.06903552,9.75013076,88.64957799,1.58302818,0.0,1.18727113,0.0,3.46287414,30.0,13.0,43.0,92.3,0.0,0.0,0.0,72.0,0.0
174,QUINCY,0.04477707462686576,2016.069913589945,0.12882953652788687,0.18224666142969365,0.3150039277297722,81369.69749578,50234.29419582,0.0,87688.41360677,0.0,82546.3664078,11979.97508976,2329.85638453,245.33481232,2084.57189286,17.31433235,16.416005,5384.09117295,239.40880487,11.43211307,16.65452786,62.17984333,6.24984031,0.08638368,24.70502564,0.14508735,4.59076638,3476.0,2631.0,76.0,98.6,1.0,0.3,0.0,72.0,1.2
175,RAYNHAM,0.0036717948717948723,2018.0,0.03133903133903134,0.05982905982905983,0.1452991452991453,99135.42987115,2.632e-05,0.0,7.76e-06,0.0,96620.24882383,2e-08,2813.55244821,225.35724395,2588.19520427,20.76357662,20.76368525,7239.70561438,131.09332621,19.09387286,20.64479183,91.39036485,1.37192607,0.0,3.18652109,0.0,2.36844894,497.0,406.0,82.0,99.3,0.0,0.0,0.0,46.0,0.0
176,READING,0.012413653100541837,2017.2396146899457,0.152317880794702,0.19927754364840458,0.267308850090307,118658.97320959,0.00037614,0.0,10807.56616817,0.0,118424.30955229,0.00030984,2464.75798156,378.81730136,2085.9406802,9.99056705,9.99063617,6638.27571202,57.64249947,43.35433851,9.99063615,91.19550089,0.40843038,0.01886713,4.85954635,0.0,2.30284784,1082.0,709.0,66.0,99.4,0.0,0.0,0.0,74.0,0.0
177,REVERE,0.006660039186691317,2016.8946395563771,0.07024029574861368,0.10720887245841035,0.1645101663585952,55078.6937208,64999.77841051,0.0,37576.66295336,0.0,49791.559969,62032.71242974,2212.7112308,196.90242591,2015.81849319,6.16314228,5.86818745,5316.10142473,277.77871284,6.58286034,5.68460635,54.14509275,5.00804572,0.05871083,4.44907683,0.0,27.07475309,2423.0,1994.0,82.0,98.7,1.1,0.2,0.0,73.0,1.1
178,ROCKLAND,0.0002656250000000001,2016.0,0.0,0.0,0.0,79099.97743623,13433.0894324,0.0,5.64e-05,0.0,85669.28076718,2.954e-05,2304.00592687,129.22509966,2174.78082721,10.12014877,10.12008834,5634.37828879,170.26280149,12.73541903,10.12008834,91.62829526,2.58672223,0.0,0.59069682,0.0,2.63839634,740.0,461.0,62.0,99.3,0.0,0.0,0.0,65.0,0.0
180,ROWLEY,0.00573167701863354,2018.0,0.07453416149068323,0.10559006211180125,0.16770186335403728,113215.46004415,0.0,0.0,9.5e-07,0.0,113292.88046862,9.4e-06,2153.84910226,285.97996437,1867.86913789,18.53882798,18.51172938,5642.31062522,107.94853594,18.95384839,18.36079958,94.59187768,0.99256954,0.0,1.19108345,0.0,0.99256955,200.0,148.0,74.0,100.0,0.0,0.0,0.0,52.0,0.0
182,RUTLAND,0.0033846368715083792,2018.0,0.036312849162011177,0.04748603351955307,0.08379888268156424,104031.20742329,0.00032225,0.0,8.7e-05,0.0,103706.26611922,0.00010872,2955.76241827,168.98641701,2786.77600126,36.26309743,36.26257046,7934.15099163,90.95587145,27.98131632,36.26257052,94.28296838,1e-08,0.0,1.09980133,0.0,3.99927756,313.0,198.0,63.0,99.5,0.0,0.0,0.0,47.0,0.0
183,SALEM,0.00916619081779054,2016.9878048780488,0.05954088952654232,0.07604017216642754,0.11908177905308465,68778.59119074,26169.45221039,0.0,29682.21883119,0.0,74787.1384452,14767.06135999,2136.11636907,166.66348036,1969.33283038,8.34378539,8.05214881,4899.9701367,289.89631504,7.62933127,8.30906898,71.36858646,3.43453087,0.34028013,2.26680381,0.0,17.28434164,1672.0,1120.0,67.0,97.6,2.1,0.0,0.0,81.0,1.3
184,SALISBURY,0.002161931818181819,2018.0,0.028409090909090908,0.03977272727272727,0.07386363636363637,83992.30994989,0.0,0.0,6.14e-06,0.0,84009.60455581,0.0,1929.92474581,276.17706485,1653.74768096,15.80071597,15.59979058,4098.59871502,105.06110704,15.24720033,15.48767519,91.70264473,1.11707212,0.0,1.11707212,0.14962381,3.23167346,243.0,126.0,52.0,100.0,0.0,0.0,0.0,55.0,0.0
185,SANDWICH,0.001985,2016.0,0.023809523809523808,0.031746031746031744,0.06349206349206349,72971.4096069,4e-08,0.0003805,55290.73104049,0.0,73339.745021,27085.32884276,1462.07379345,240.30599524,1221.76779821,43.92099834,43.85065441,3849.77902055,51.62103578,21.8926628,43.68986906,75.14311975,0.99810315,1e-08,1.25720792,0.0,3.77780372,555.0,371.0,67.0,99.5,0.0,0.0,0.0,42.0,0.0
186,SAUGUS,0.0221340332247557,2016.0781758957655,0.0781758957654723,0.14006514657980457,0.23127035830618892,87570.5801821,0.00019573,0.0,100681.42866895,0.0,86039.85517849,0.00021269,2223.74337294,260.19779857,1963.62111903,11.34077739,11.33449326,5488.52978745,133.83613334,44.13608975,11.26411353,83.69495215,2.82054133,0.25366213,5.18566334,0.0,6.51489313,834.0,673.0,81.0,99.0,0.9,0.0,0.0,73.0,0.0
187,SCITUATE,0.007298095238095232,2016.0904761904762,0.10476190476190476,0.1761904761904762,0.2714285714285714,114991.6460795,0.0,0.0,1.4e-07,0.0,117690.85245655,0.0,2255.89164634,349.13032964,1906.76131671,17.32269887,17.00244467,5726.57666072,70.89748404,39.4130094,17.02834972,91.13387863,0.64183175,0.0,0.33520979,0.22366,0.91211209,555.0,527.0,95.0,99.2,0.0,0.0,0.0,73.0,0.0
188,SEEKONK,0.0011320000000000002,2018.0,0.0,0.04,0.04,88935.93862597,0.00039676,0.0,0.0022248,0.0,89376.8678703,38452.55247089,2997.96207861,372.89931713,2625.06276148,18.64523884,18.64433824,6814.49626977,126.77673063,18.15829901,18.58506704,95.04753163,0.34734245,2e-08,1.05715014,0.34734194,1.55695327,333.0,286.0,86.0,97.9,0.0,0.0,0.0,65.0,0.0
189,SHARON,0.0029073476702508967,2016.0,0.025089605734767026,0.05197132616487455,0.13440860215053763,145243.64584376,0.00045795,0.0,170088.88013283,0.0,141097.60450293,162927.91854931,2168.56709102,440.56708394,1728.42189665,24.38320263,24.38348273,6099.42341381,67.78026233,33.91387881,24.3831127,72.05016362,2.7985667,0.02457261,17.5691866,0.0,5.1784733,618.0,435.0,70.0,100.0,0.0,0.0,0.0,62.0,0.0
190,SHEFFIELD,0.0008910778443113771,2018.0,0.0,0.023952095808383235,0.041916167664670656,76229.19529491,0.0,0.0,0.0,0.0,76029.24986625,2.067e-05,1383.88626396,309.97452444,1073.91173951,48.54261695,48.54266241,3240.2728724,135.96948801,9.22606587,48.54266232,98.67306983,0.0,0.09997272,0.0,0.0,0.89975444,58.0,57.0,98.0,96.5,0.0,0.0,0.0,67.0,0.0
192,SHIRLEY,0.00942236220472441,2016.0,0.11811023622047244,0.23622047244094488,0.44881889763779526,70527.7271037,1.328e-05,0.0,249950.41637216,0.0,70582.71597498,1.702e-05,2440.81258179,260.97996061,2179.83262118,15.89580533,15.89568912,5363.33310811,208.22277979,8.54626832,15.89568913,72.58531065,6.79862413,0.0,5.29892763,0.0,11.19773386,238.0,145.0,61.0,97.9,0.0,0.0,0.0,53.0,0.0
193,SHUTESBURY,0.00288425,2018.0,0.05,0.05,0.1,20510.99979013,25627.65739886,0.0,1.6e-07,0.0,20403.06815191,20875.92335032,497.98412658,133.99572884,363.98839774,27.1103313,27.11206201,1138.93243819,31.99810186,3.46791129,27.11206203,22.95728411,0.14955886,0.07477943,0.24926476,0.0,0.67301484,39.0,19.0,49.0,100.0,0.0,0.0,0.0,48.0,0.0
194,SOMERSET,0.003862637362637364,2016.0,0.054945054945054944,0.07692307692307693,0.13186813186813187,77058.82693216,0.0,0.0,0.0,0.0,76145.72669354,26179.41418859,2390.95766089,178.10011213,2212.55315037,8.16994651,8.16980608,4277.00441745,122.54585484,12.23802071,8.13654632,95.93915877,0.46486346,0.0,0.25373356,0.0,0.94358268,503.0,288.0,57.0,99.0,0.0,0.0,0.0,79.0,0.0
195,SOMERVILLE,0.0008681875,2018.3333333333333,0.0,0.0,0.041666666666666664,92575.54514099,33303.33365522,0.0,47366.00751319,0.0,96105.72385817,44957.17702317,1915.82173275,266.65131285,1649.20771076,4.13101889,4.12968401,4294.41075179,267.33208849,6.80952241,4.11917427,69.21833257,6.52825126,0.07075526,9.56376096,0.01184846,10.87743257,2226.0,1751.0,79.0,98.2,1.4,0.3,0.1,87.0,1.5
201,SOUTH HADLEY,0.0024587807073954966,2018.1672025723474,0.04823151125401929,0.06430868167202572,0.15434083601286175,79729.34652693,8.362e-05,0.0,119582.94540885,0.0,79784.94763907,8759.38621536,1917.37993571,181.79199666,1735.58793906,18.43472654,18.43488062,4384.94807255,158.8163431,14.26420025,17.85067033,87.56389552,1.70049951,0.06271447,2.90406653,0.0,5.31070744,424.0,320.0,75.0,99.4,0.0,0.0,0.0,70.0,0.0
204,SOUTHAMPTON,0.0023797857142857154,2016.0,0.007142857142857143,0.05714285714285714,0.15714285714285714,93813.32266426,1.23e-06,0.0,3.952e-05,0.0,92772.77384867,6.807e-05,2395.78221299,374.96591397,2020.81629902,28.94874368,28.94973196,5793.82577753,194.85943506,10.9669283,28.94973196,96.65808921,0.0,0.0,1.99913318,0.0,0.19991333,161.0,119.0,74.0,100.0,0.0,0.0,0.0,54.0,0.0
205,SOUTHBOROUGH,0.011446884942716869,2016.0981996726678,0.1407528641571195,0.1734860883797054,0.23240589198036007,142529.65394803,0.00069889,0.0,186299.76588149,0.0,138509.50383414,132682.42222721,1746.38805576,279.96748471,1466.42057106,15.5244274,15.52466471,4863.60066048,34.48569613,903.48998627,15.52466474,80.88867788,1.54562247,0.0,12.86466667,0.0,2.92175095,296.0,254.0,86.0,99.2,0.0,0.0,0.0,48.0,0.0
206,SOUTHWICK,0.0015514195583596212,2016.0,0.015772870662460567,0.01892744479495268,0.05993690851735016,79871.77067832,6.27e-06,0.0,0.0,0.0,78641.67516687,0.0,1816.83080676,249.23979345,1567.59101331,31.65100428,31.64528333,4562.5832793,78.29535286,21.3455819,31.64216963,95.89745186,0.04163968,0.0,1.52487046,0.0,1.74130646,256.0,177.0,69.0,99.4,0.0,0.0,0.0,48.0,0.0
207,SPENCER,0.002391329479768785,2018.0,0.028901734104046242,0.05202312138728324,0.09248554913294797,87060.32427516,7.4e-07,0.0,0.0,0.0,87047.67991913,5.524e-05,2399.66104354,186.69088717,2212.97015637,34.00856962,34.00905402,6187.64077083,178.37070629,11.87418547,34.00905403,95.76070472,0.30852601,0.0,0.74058165,0.0,3.10162718,358.0,228.0,64.0,99.1,0.0,0.0,0.0,69.0,0.0
208,SPRINGFIELD,0.0030566469428007868,2016.0493096646942,0.027895181741335588,0.044801352493660185,0.11439842209072978,44065.61843848,44945.94437036,1077.80361734,8715.72979551,0.0,46293.18087531,37717.72965738,1631.35586049,93.80404874,1537.60853609,33.07945706,33.07803509,4195.41970378,343.67196246,7.39345611,32.55145393,39.40258619,17.42107858,0.16620677,2.05161286,0.03179499,38.1850504,6521.0,4974.0,76.0,96.0,3.6,0.4,0.0,84.0,3.3
209,STERLING,0.009582258064516132,2018.0,0.15591397849462366,0.1935483870967742,0.34408602150537637,107336.7342798,0.0,0.0,2.333e-05,0.0,105781.8974708,0.0001596,2754.82538442,284.98193632,2469.8434481,31.68186271,31.67922854,7730.21313086,116.97296022,22.93955771,31.67922843,92.99024004,0.49994753,0.39995802,0.19997901,0.0,4.59951726,226.0,135.0,60.0,99.3,0.0,0.0,0.0,51.0,0.0
210,STONEHAM,0.0014433672514619887,2016.970760233918,0.003898635477582846,0.017543859649122806,0.08382066276803118,96528.2558837,0.00994059,0.0,92811.41084563,0.0,96187.16289365,26855.97494097,2034.06890407,136.02670112,1898.04220295,6.64657183,6.64655671,4701.73326201,74.99894413,49.2903372,6.64655675,89.57717374,2.47912302,0.0,3.4234467,3e-08,3.18642959,684.0,607.0,89.0,98.8,1.2,0.0,0.0,73.0,0.0
211,STOUGHTON,0.006653374233128835,2018.0,0.10429447852760736,0.15337423312883436,0.3312883435582822,94546.01626266,101094.74819621,0.0,74618.95971933,0.0,92927.65785798,23060.58652162,1637.09607185,154.92821208,1482.16742847,16.46639755,16.46680636,4294.40959459,98.54686711,18.48792608,16.46680637,73.21581098,14.09529343,0.32497592,4.78938984,0.0,3.88984495,955.0,790.0,83.0,98.0,1.6,0.0,0.0,69.0,1.4
212,STOW,0.0012486631016042785,2018.0,0.0213903743315508,0.026737967914438502,0.0748663101604278,133852.06831591,0.0,0.0,127921.81459416,0.0,133849.31732888,2e-08,2361.47761317,439.28068998,1922.19692319,17.99654671,17.9961921,6046.83034688,57.71972664,32.967556,17.99619204,82.62190337,0.0,0.0,3.57630883,0.0,2.56760632,255.0,172.0,67.0,99.4,0.0,0.0,0.0,53.0,0.0
213,SUDBURY,0.0024273576642335785,2017.6321167883211,0.021897810218978103,0.040875912408759124,0.11532846715328467,173975.27966959,0.00134394,0.0,202370.23904026,0.0,172452.74576462,76178.63298621,2235.47763014,355.72449086,1880.23911082,24.74758699,24.74838428,6232.42542771,39.82504838,64.83623929,24.69222583,82.43532333,0.87457775,0.02370381,10.78487529,0.0,2.2633673500000002,594.0,459.0,77.0,99.3,0.0,0.0,0.0,58.0,0.0
214,SUNDERLAND,0.003691124999999999,2016.0,0.0,0.075,0.2875,25531.85994223,33519.21182977,0.0,25639.31310531,0.0,25592.79123862,3.7e-07,919.98885823,151.99815919,768.99068693,14.73692061,14.73705196,2162.69269918,108.9845142,2.98037157,14.28407855,32.03010035,0.65871672,0.12350938,4.03463989,0.53520733,2.30550851,91.0,59.0,65.0,100.0,0.0,0.0,0.0,58.0,0.0
215,SWAMPSCOTT,0.0032489444444444445,2018.111111111111,0.05555555555555555,0.05555555555555555,0.1111111111111111,117468.06149865,0.00131071,0.0,34175.5342088,0.0,116440.89224502,42252.90225569,2049.73616416,356.53973726,1693.1964269,3.10088782,3.03448663,5095.72100656,125.39776514,22.8928559,3.03213617,92.42334427,1.00699293,0.0,0.75281809,0.0,3.02131419,450.0,462.0,99.0,97.6,1.9,0.0,0.0,86.0,1.7
216,TAUNTON,0.0030598247078464096,2016.7988313856426,0.0333889816360601,0.06176961602671119,0.1310517529215359,77472.06011083,74772.13363603,0.0,14245.41255621,0.0,78323.59497367,9260.14938491,2323.08916084,204.58496732,2118.43524091,48.24939914,48.24934632,6174.62930816,176.83774387,21.3047124,47.92960397,83.04019009,7.11077984,0.01946417,1.8759536,0.0,4.68747712,2235.0,1627.0,73.0,98.3,1.5,0.2,0.0,65.0,1.4
217,TEWKSBURY,0.005512656467315715,2016.2058414464534,0.05285118219749652,0.07093184979137691,0.12795549374130738,101265.22022339,1.32e-06,0.0,82533.87803803,0.0,101953.75840267,47417.7297006,2347.83418038,185.33440669,2162.7902207,21.14783375,21.14807919,5680.32847356,51.26631711,47.24535491,21.07868686,90.06013588,1.90579714,0.07270028,3.73485295,0.0,1.7282007,1001.0,704.0,70.0,99.6,0.0,0.0,0.0,50.0,0.0
218,TOPSFIELD,0.0017465346534653466,2018.0,0.009900990099009901,0.01485148514851485,0.08415841584158416,136782.86873184,0.0,0.0,223785.33919469,0.0,136501.92857099,0.0,2144.82564658,312.97455822,1831.85108836,12.8005778,12.80051676,5977.34851059,120.72403485,16.19796685,12.10077069,95.67962263,0.09997871,0.0,2.39948897,0.0,1.49968061,139.0,154.0,99.0,99.4,0.0,0.0,0.0,72.0,0.0
219,TOWNSEND,0.0011594036697247716,2016.6788990825687,0.009174311926605505,0.01834862385321101,0.022935779816513763,88288.5807417,0.0,0.0,0.00013796,0.0,87542.0347186,0.00121793,1709.78971876,205.20127134,1504.58844742,32.97524616,32.97808233,4442.30082528,118.08356251,13.13401386,32.97808258,92.65727274,0.14406361,0.0,1.32627243,0.0,3.29625091,284.0,199.0,70.0,99.0,0.0,0.0,0.0,60.0,0.0
220,TRURO,0.00045,2016.0,0.0,0.0,0.0,65253.85932918,0.0,0.0,0.0,0.0,64369.46344345,3.9e-07,638.97921309,260.99150957,377.98770352,22.00440593,21.63875327,1646.70733161,22.99591295,32.38879357,21.57007004,96.31639536,2.19354109,0.0,0.0,0.0,0.89735772,26.0,9.0,35.0,100.0,0.0,0.0,0.0,55.0,0.0
221,TYNGSBOROUGH,0.005939900249376556,2016.416458852868,0.04239401496259352,0.057356608478802994,0.1172069825436409,112258.72631104,8.23e-06,0.0,62415.83937778,0.0,113111.80372033,0.00025424,2227.3493149,228.85933301,1998.48998189,18.06989369,18.07119907,5669.76908009,118.63279827,19.0806178,17.55348375,83.78583893,1.3694262,0.13822215,7.53988337,0.0,3.77497131,363.0,272.0,75.0,98.5,0.0,0.0,0.0,33.0,0.0
222,UXBRIDGE,0.002100418410041842,2016.0,0.012552301255230125,0.02510460251046025,0.06276150627615062,105778.18428108,1.469e-05,0.0,4.705e-05,0.0,110737.67332341,0.00067841,2575.37268606,259.78261835,2315.59006771,30.26533786,30.26629806,7449.40189658,147.67080106,16.97535623,30.07129314,92.88284173,0.61616104,0.0,2.9850007,0.0,2.01095834,506.0,221.0,44.0,99.5,0.0,0.0,0.0,50.0,0.0
225,WAKEFIELD,0.01985319796954314,2016.9568527918782,0.13578680203045684,0.1700507614213198,0.23604060913705585,96039.91600312,7715.90000947,0.0,28044.94459772,0.0,96530.30681196,62488.41232079,2179.62696432,230.98500258,1948.64176742,7.99591602,7.99590233,4959.06254757,92.51408359,50.13188081,7.99590229,90.59989452,1.24838178,0.0,2.19501714,0.0,4.32732632,946.0,784.0,83.0,98.7,1.3,0.0,0.0,77.0,0.0
226,WALTHAM,0.006443904239631344,2017.0663594470045,0.07557603686635944,0.0912442396313364,0.12626728110599078,97135.63782372,110615.18403198,0.0,85634.34184208,0.0,104326.45586921,44376.4549302,1822.3011,242.01079854,1580.29030147,13.76210185,13.76176261,4273.78326241,171.50255794,19.28884917,13.53270648,68.98142721,7.11037722,0.10942407,11.69538552,0.0,10.043833,2274.0,1576.0,69.0,98.7,1.3,0.1,0.0,74.0,1.1
227,WARE,0.019122336448598128,2016.0,0.29439252336448596,0.38317757009345793,0.5700934579439252,63278.04149431,5.85e-05,0.0,0.0,0.0,61991.89060408,3888.33520045,2650.49461564,174.07600413,2476.41861151,39.97967331,39.97984993,6188.98584528,262.80795624,9.26829846,39.97984988,91.92492336,0.83492028,0.0,0.592775,0.0,3.65180227,366.0,192.0,52.0,96.9,0.0,0.0,0.0,65.0,0.0
228,WAREHAM,0.008832832618025727,2016.343347639485,0.1072961373390558,0.1759656652360515,0.3562231759656652,66983.16030483,50220.42915409,0.0,0.00392279,0.0,67363.5250855,2.2e-07,2408.88453088,253.1866669,2155.62539148,37.14439856,37.07013754,5639.88217218,223.38314833,11.28822049,36.82291638,78.90608164,1.94028261,0.0,0.95954298,0.0,5.37863627,789.0,438.0,56.0,97.3,2.3,0.0,0.0,70.0,1.8
229,WARREN,0.01613756756756757,2016.0,0.06756756756756757,0.10810810810810811,0.17567567567567569,69843.48573868,0.0,0.0,0.0,0.0,78209.58563767,6.9e-07,1990.90107509,165.99175212,1824.90932297,27.63556212,27.63653342,5086.40581734,271.80790187,6.76656196,27.63653344,95.88968349,0.0,0.0,2.79969879,0.0,1.29986015,189.0,77.0,41.0,93.5,0.0,0.0,0.0,64.0,0.0
230,WARWICK,0.00090875,2016.0,0.0,0.0,0.03125,25454.55221072,0.0,0.0,0.0,0.0,26368.82094338,42638.9441059,647.931512,94.98995932,552.94155268,37.64567298,37.64541225,1507.64514062,60.98564561,4.3992937,37.64541225,41.65151634,0.62836339,0.2244155,0.2692986,0.0,1.03231128,17.0,10.0,59.0,100.0,0.0,0.0,0.0,67.0,0.0
231,WATERTOWN,0.0037925361185983846,2016.466307277628,0.07277628032345014,0.0889487870619946,0.16981132075471697,96080.74804844,50299.8911511,0.0,96620.32359009,0.0,97196.12187152,66167.60110481,2730.69888636,399.15559173,2331.64621439,4.12438604,4.12432155,5345.37425896,192.35421157,13.68054264,4.00102003,77.98351008,1.75057601,0.04314417,8.43711842,0.0,9.5405902,1155.0,859.0,74.0,99.0,0.9,0.0,0.0,79.0,0.9
232,WAYLAND,0.003506648199445973,2018.0941828254847,0.030470914127423823,0.06786703601108034,0.15650969529085873,185745.20992332,2.6e-07,0.0,240263.08098539,0.0,173201.35883323,120552.67247639,1665.63258675,319.10674885,1346.5258379,15.85556187,15.85534834,4333.53803913,60.46043569,62.7324826,15.62432515,80.83917587,0.77153402,0.0,11.17936858,0.48220876,4.28796527,405.0,359.0,89.0,99.2,0.0,0.0,0.0,78.0,0.0
233,WEBSTER,0.010197037037037032,2016.0,0.07037037037037037,0.08518518518518518,0.12962962962962962,71897.72663413,8807.37476669,0.0,1.46e-06,0.0,72723.80158813,6643.46228927,2315.9157545,199.79503142,2116.12072308,14.59719244,14.59741395,5726.72538551,223.03790482,10.09833392,14.59741411,89.21189752,3.71762516,0.0,0.62404127,0.0,5.8665097,659.0,450.0,68.0,97.1,1.8,0.0,0.0,74.0,2.7
234,WENHAM,0.004258181818181818,2016.0,0.03636363636363636,0.05454545454545454,0.16363636363636364,109665.35988281,0.0,0.0,1.73e-06,0.0,109568.4011634,0.0,1396.64181522,272.93000398,1123.71181124,8.14145343,8.14132746,3563.16074669,77.91601564,15.73341762,8.08048654,88.16250546,1.89919225,0.0,3.59846955,0.0,5.19778933,93.0,107.0,99.0,100.0,0.0,0.0,0.0,69.0,0.0
236,WEST BRIDGEWATER,0.000744186046511628,2018.0,0.0,0.046511627906976744,0.046511627906976744,94969.32291084,0.00012301,0.0,0.00020404,0.0,95664.70804775,0.0,1187.24081616,142.32047803,1044.92033814,15.67439105,15.6748419,3157.48047274,41.39426487,31.23221139,15.67484196,92.38611939,1.19983137,0.0,0.13301829,0.0,4.63371896,201.0,232.0,99.0,99.1,0.0,0.0,0.0,69.0,0.0
237,WEST BROOKFIELD,0.0060511111111111095,2016.0,0.050505050505050504,0.15151515151515152,0.31313131313131315,72918.03862856,0.0,0.0,0.0,0.0,71931.21404572,1.545e-05,1535.85090453,158.98456629,1376.86633824,21.1087643,21.10873342,3536.11831058,88.92751419,15.06906791,21.10873347,95.68299211,0.19996446,0.0,1.29976896,0.0,1.39975119,94.0,59.0,63.0,98.3,0.0,0.0,0.0,60.0,0.0
240,WEST NEWBURY,0.007838732394366197,2016.0,0.11267605633802817,0.1267605633802817,0.2605633802816901,138394.40830205,0.0,0.0,133116.7358877,0.0,145883.94334005,0.0,1588.9365949,280.98878739,1307.9478075,14.7245396,14.72464972,4255.25428163,90.91990013,15.05012445,13.89866544,96.59400334,0.0,0.0,0.89994413,0.0,1.39991309,98.0,101.0,99.0,100.0,0.0,0.0,0.0,52.0,0.0
243,WEST SPRINGFIELD,0.004838653061224483,2016.0,0.0836734693877551,0.11428571428571428,0.19795918367346937,69224.35657811,0.0,0.0,33091.52452756,0.0,69490.07993935,18080.45476086,2187.13901612,199.63134612,1987.50767,17.53668725,17.53632883,5176.63607271,180.72505276,15.5363998,16.80540266,81.96713056,2.84723611,0.12331784,3.58893399,0.0,8.45878183,1121.0,801.0,71.0,97.3,2.1,0.0,0.0,81.0,1.7
246,WESTBOROUGH,0.013808369175627246,2016.2544802867383,0.043010752688172046,0.06272401433691756,0.13978494623655913,116925.00244916,68724.92496699,0.0,151687.67086724,0.0,116354.72934936,32647.1733584,1770.95229454,224.16966812,1546.78262642,21.45982219,21.45938986,4812.94107964,72.09557112,449.28506612,21.45938985,63.12505199,3.2690881,0.53739934,25.48414188,0.0,5.77914582,714.0,622.0,87.0,97.7,1.9,0.0,0.0,55.0,1.9
247,WESTFORD,0.004974539877300605,2017.9006134969325,0.0343558282208589,0.049079754601226995,0.09938650306748466,143438.10901217,1.71e-06,0.0,181781.33584164,0.0,136063.13374747,24871.81135342,2105.75265635,280.71193649,1825.04071987,31.36257456,31.36146725,5577.75453013,37.13515089,762.29567948,31.34011799,76.48771956,0.79740981,0.0,19.23341526,0.0,1.91669218,669.0,522.0,78.0,98.3,1.1,0.0,0.0,42.0,1.3
248,WESTHAMPTON,0.0018623214285714287,2016.0,0.03571428571428571,0.044642857142857144,0.0625,89526.61144939,0.0,0.0,1e-08,0.0,89924.52971147,6.41e-06,683.94768318,137.98944485,545.95823833,27.36065556,27.3616687,1582.3714415,38.98450464,15.01683239,27.36166868,96.9800805,0.0,0.19995893,0.59987679,0.0,1.19975357,44.0,19.0,43.0,100.0,0.0,0.0,0.0,50.0,0.0
249,WESTON,0.0008675700000000001,2018.0,0.0,0.0,0.05,174363.77314981,3.802e-05,0.0,215856.97514288,0.0,166875.56009112,0.00012734,2095.32634888,375.05863223,1720.26771666,17.33166868,17.33233286,5858.04446195,52.61204204,37.15898097,17.25856037,77.62319912,2.06646887,0.0,10.99829268,0.0,4.60072252,306.0,219.0,72.0,99.1,0.0,0.0,0.0,70.0,0.0
250,WESTPORT,0.034159722222222216,2016.0,0.3125,0.4444444444444444,0.5625,87245.18211611,0.0,0.0,0.0004922,0.0,85636.83403075,0.00019763,2045.92010681,179.17291106,1867.74711795,52.11020852,51.44007344,4915.22374198,118.31892737,15.54692462,51.75591551,96.71452844,0.23652386,0.0,0.67787559,0.0,0.60385311,386.0,299.0,77.0,98.3,0.0,0.0,0.0,59.0,0.0
251,WHATELY,0.002294545454545454,2016.0,0.01818181818181818,0.01818181818181818,0.03636363636363636,36480.48868826,47892.99449655,0.0,36634.02014643,0.0,36567.54867808,0.0,1314.96520129,215.99428401,1097.97094374,20.66676973,20.66687415,3022.68605925,152.78188325,4.16534112,20.42735472,45.76531895,0.94118908,0.17647295,5.76478311,0.76471613,3.29416177,42.0,9.0,21.0,88.9,0.0,0.0,0.0,62.0,0.0
253,WHITMAN,0.0,2018.0,0.0,0.0,0.0,86595.90924689,8762.94728183,0.0,8.31e-05,0.0,88191.83883802,0.0,1425.38531039,105.02936526,1320.35594513,6.95889054,6.95876479,3875.62948119,105.12229961,17.6020405,6.9587648,95.62025396,1.13764486,0.0,0.62723825,0.0,0.98990229,631.0,401.0,64.0,99.0,0.0,0.0,0.0,79.0,0.0
254,WILBRAHAM,0.012535240054869673,2017.4471879286693,0.11934156378600823,0.15637860082304528,0.2345679012345679,109444.97129702,55248.99775226,0.0,0.0,0.0,112544.02961082,49313.48359763,2631.76700641,274.15013391,2357.61687249,22.33437238,22.33500266,6917.34364191,159.3829927,20.92987783,22.3350027,89.03190504,2.73415786,0.0,1.41556561,0.0,4.94370614,388.0,319.0,82.0,99.7,0.0,0.0,0.0,73.0,0.0
255,WILLIAMSTOWN,6.301369863013698e-05,2018.0,0.0,0.0,0.0,84510.30592144,0.0,0.0,53124.17264424,0.0,89482.32254468,0.0,1033.14937757,216.80647323,816.34290434,46.85389093,46.8507109,2724.12034648,93.2243118,12.42397551,46.85071078,77.95710531,4.89674868,1.01570752,6.44416516,0.0,7.15765649,124.0,109.0,88.0,100.0,0.0,0.0,0.0,80.0,0.0
