,Community,Result,Year,Above 15 ppb,Above 10 ppb,Above 5 ppb,Household_income,Black_income,American_Indian_Income,Asian_income,Hawaiian_income,White_income,Hispanic_income,Total_households,Self_employed,Not_self_employed,Area in Square Miles,Summarized area in Square Miles.1,Income_to_poverty_base,Income_below_poverty_level,Ratio_households_above_poverty_level,Summarized area in Square Miles.2,Percent_white,Percent_black,Percent_native_american,Percent_asian,Percent_hawaiian,Percent_hispanic,Population 9-47 mo1,Total Screened,Percent Screened,Percentage_0-4,Percentage_5-9,Percentage_10-24,Percentage_>25,Percent_Pre-1978_Housing_Units,Percentage_>5
96,HULL,0.005357808219178091,2016.0657534246575,0.021917808219178082,0.043835616438356165,0.11506849315068493,84823.501758,0.0,0.0,0.0,0.0,86171.97620792,0.0,1619.81057215,232.64716048,1387.32231914,3.19864208,2.76272703,3280.84630646,127.14233022,10.90031351,2.79496261,91.42307283,0.47307462,0.0,1.3373088,0.0,2.52949389,243.0,150.0,62.0,96.7,0.0,0.0,0.0,77.0,0.0
101,LANCASTER,0.0038018292682926833,2018.0,0.036585365853658534,0.06097560975609756,0.21341463414634146,103050.60301653,2e-08,0.0,0.00057156,0.0,106024.01449569,0.00024659,2411.73838813,433.95292196,1977.78546617,27.9850374,27.98511536,6457.16189158,211.7099961,10.47227003,27.98511537,83.48347616,4.19916887,0.09998021,1.59968339,0.19996042,8.0983972,188.0,155.0,82.0,98.1,0.0,0.0,0.0,71.0,0.0
102,LANESBOROUGH,0.001722077922077922,2018.0,0.0,0.012987012987012988,0.06493506493506493,76768.83071827,0.00026959,0.0,0.0,0.0,79023.38653662,1.388e-05,1211.29828424,164.90446028,1046.39382397,29.58580571,29.58897745,3052.61291259,52.95857415,22.55902853,29.58897775,95.93855275,1.99871982,1e-08,1.19923202,1e-08,3.5e-07,70.0,55.0,79.0,96.4,0.0,0.0,0.0,64.0,0.0
103,LAWRENCE,0.02500572519083969,2016.0,0.14694656488549618,0.18702290076335878,0.28435114503816794,45998.20434273,34110.86275324,1269.02718768,21327.16702619,0.0,51705.46090509,42180.72773316,1873.39274562,104.90796015,1768.56530222,7.42786245,7.42788942,5334.83729386,486.30003604,2.98692207,6.99753073,17.6614199,2.57102962,0.014121,3.15692046,0.0,75.72346524,4813.0,3267.0,68.0,98.4,1.2,0.3,0.1,81.0,1.5
104,LEICESTER,0.10391548117154811,2016.1506276150628,0.14225941422594143,0.16736401673640167,0.32217573221757323,82776.34235074,1.83e-06,0.0,0.00042825,0.0,82801.6967971,0.00060444,2123.42755973,248.23094489,1875.1965981,24.6348679,24.63435876,5476.64636513,116.63975942,65.07520361,24.63435876,91.13590555,2.71434996,0.0603672,0.46026715,0.13958271,4.00637975,325.0,226.0,70.0,98.7,0.0,0.0,0.0,66.0,0.0
105,LEOMINSTER,0.003979545454545453,2018.0363636363636,0.04090909090909091,0.07727272727272727,0.11818181818181818,66486.69048436,16169.78626779,0.0,15005.45047991,0.0,72934.1598122,15640.68942775,1960.87842765,187.62490694,1773.25352071,29.67951465,29.68231754,4683.28154968,189.75438589,22.2213157,29.68231754,75.17449557,3.24939258,0.01846939,2.67980028,0.0,16.21169872,1466.0,1132.0,77.0,98.6,1.1,0.0,0.0,65.0,1.1
106,LEXINGTON,0.013531211904761909,2016.6166666666666,0.13333333333333333,0.16428571428571428,0.23809523809523808,174216.30741422,29054.39741547,0.0,186833.39007459,0.0,160919.90566557,103483.28337463,1970.36910085,342.83846273,1627.53063812,16.63933445,16.63972253,5232.43339251,99.59224468,19.38790283,16.63972253,64.18330829,0.87574327,0.05989338,29.26978955,0.0,2.01771531,964.0,473.0,49.0,99.2,0.0,0.0,0.0,71.0,0.0
107,LEYDEN,0.003252,2016.0,0.0,0.1,0.2,22014.7491168,0.0,0.0,23022.04736014,0.0,21954.51954528,1.832e-05,567.81268513,81.97295807,484.84005685,18.05633364,18.05601817,1402.60274393,26.93472198,6.74247273,17.96942215,31.25430216,0.48834844,0.0,0.35812223,0.0,0.09766976,12.0,1.0,8.0,0.0,0.0,0.0,0.0,56.0,0.0
108,LITTLETON,0.003890410958904112,2016.0,0.0684931506849315,0.1461187214611872,0.2191780821917808,118769.48574597,3.887e-05,0.0,84919.20167116,0.0,118880.37220295,4.995e-05,1792.14229024,238.45754499,1553.68474526,17.5108287,17.51043667,4424.78876509,101.65017978,30.69917496,17.51043664,88.37166699,0.37953555,0.0,6.11873991,0.0,1.11350424,332.0,270.0,81.0,97.8,0.0,0.0,0.0,57.0,0.0
109,LONGMEADOW,0.005119583975346687,2016.4499229583976,0.029275808936825885,0.046224961479198766,0.07395993836671803,113917.46698615,8.683e-05,0.0,30488.84314887,0.0,107933.53525798,218940.6704742,2087.01768145,351.41800843,1735.59967302,9.59523606,9.59515937,5678.46351534,104.83568966,22.77774126,9.11367112,85.86204076,0.66241754,0.0,6.63774174,0.0,5.35126804,464.0,316.0,68.0,99.4,0.0,0.0,0.0,86.0,0.0
110,LOWELL,0.0030071905495634263,2016.0277349768876,0.015921931176168466,0.024139702105803802,0.042116076014381096,60617.49750467,29459.88440883,323.63323596,70161.83619293,0.0,63469.62302944,24116.04642629,1794.19840569,145.23136736,1648.96703834,14.52945875,14.5294272,4824.06661767,265.46070563,7.54988714,13.68111301,54.12249355,6.01369819,0.40690344,21.61657751,0.00831765,15.93522763,5399.0,3735.0,69.0,97.0,2.4,0.4,0.2,79.0,2.6
111,LUDLOW,0.0029032210526315793,2018.0505263157895,0.023157894736842106,0.04,0.06736842105263158,85850.55151028,3.86e-06,0.0,1e-08,0.0,88224.82488265,17830.57862158,2310.57480848,321.51805197,1989.05675651,28.33770348,28.33630948,5988.85414138,119.04856756,19.57308599,28.24467259,84.45597685,1.99475392,0.02348635,0.94320971,0.0,11.34784821,512.0,367.0,72.0,99.2,0.0,0.0,0.0,65.0,0.0
112,LUNENBURG,0.010658997722095678,2018.362186788155,0.1275626423690205,0.1571753986332574,0.23234624145785876,103437.35523351,0.00032662,0.0,0.00030588,0.0,102698.90375529,9.541e-05,2100.99319964,197.98739515,1903.00580449,27.74719801,27.74365004,5142.48667055,103.96252421,18.55419861,27.74365004,87.47900308,1.94971729,0.0,1.99953489,0.0,6.29790287,326.0,286.0,88.0,99.0,0.0,0.0,0.0,59.0,0.0
113,LYNN,0.01501419441641438,2018.32256979482,0.10494450050454086,0.14698957282206526,0.23107971745711403,75345.82600062,58890.29783951,0.0,30752.82541254,0.0,75013.69249016,75290.5633006,1564.71009879,148.6915367,1416.00847134,11.54907376,11.50887313,4440.47878222,209.43592374,15.67421077,11.46669359,55.15442626,7.33425352,0.21058166,5.94875693,0.01317539,28.16147725,5000.0,4097.0,82.0,96.9,2.6,0.4,0.0,86.0,2.3
114,LYNNFIELD,0.00650422145922746,2018.0,0.06866952789699571,0.15450643776824036,0.4184549356223176,132830.03220415,77060.21423888,0.0,187792.1617032,0.0,130049.08741714,72704.42693391,2220.62563842,406.99284728,1813.63279113,10.44149194,10.44142171,5753.79172652,63.02371357,39.41898708,10.44142171,90.06853806,0.99893319,0.0,4.67219057,0.0,2.24423939,322.0,421.0,99.0,100.0,0.0,0.0,0.0,71.0,0.0
115,MALDEN,0.002871911056910569,2016.4373983739838,0.04227642276422764,0.05853658536585366,0.0943089430894309,64384.27898419,46527.69192993,0.0,59665.79541565,0.0,66440.93594256,41982.31437293,2227.58817606,176.74365295,2050.8445019,5.0690006,5.06829017,5590.42392357,324.93615181,6.1964045,5.06563743,49.08534679,15.63981347,0.02843377,22.76186113,0.02192087,8.57209721,2716.0,2008.0,74.0,97.3,2.0,0.6,0.0,79.0,2.5
116,MANCHESTER,0.014619402985074628,2016.0,0.029850746268656716,0.04477611940298507,0.08955223880597014,122571.73636615,0.0,0.0,0.0,0.0,122425.47055723,0.0,2047.94669067,331.99135806,1715.95533261,7.78576366,7.73549905,5076.20498817,104.92155143,17.64351012,7.74821545,96.25871496,0.0,0.0,0.5929695,0.0,1.58125199,121.0,85.0,70.0,97.6,0.0,0.0,0.0,82.0,0.0
117,MANSFIELD,0.008589894419306186,2018.2187028657618,0.14177978883861236,0.2081447963800905,0.36048265460030166,122996.71755861,0.00087042,0.0,211300.18047788,0.0,122869.29331727,8146.39206671,2060.16158015,222.81551052,1837.34606963,20.42685257,20.42314346,5857.29243225,88.73712679,24.86076957,20.42314347,87.60455493,2.56474931,0.0,4.48406145,0.0,3.31070201,814.0,645.0,79.0,98.8,1.1,0.0,0.0,46.0,0.0
118,MARBLEHEAD,0.009626847292418765,2016.7617328519855,0.06678700361010831,0.12815884476534295,0.2111913357400722,113636.70653087,0.00085935,0.0,127941.14657236,0.0,111928.10714929,33174.22959362,2066.80733438,372.1956509,1694.9416462,4.36068434,4.33498409,4984.38844159,148.76055799,13.5375434,4.33416922,90.37381823,1.13467673,0.0,1.55541463,0.0,4.39673037,558.0,466.0,84.0,98.1,1.7,0.0,0.0,87.0,0.0
119,MARION,0.0021228070175438605,2016.0,0.0,0.03508771929824561,0.10526315789473684,78834.48695686,0.01050462,0.0,9.802e-05,0.0,80568.71182786,1.39e-06,1831.42822703,261.91819201,1570.50972278,14.11945924,13.97370662,4695.06142615,56.90359336,31.13313521,13.8233168,85.8264419,1.57299323,0.0,0.78649664,0.0,1.76961737,115.0,96.0,83.0,96.9,0.0,0.0,0.0,55.0,0.0
120,MARLBOROUGH,0.0035034836415362724,2016.877667140825,0.059743954480796585,0.10099573257467995,0.1721194879089616,83905.48909691,10184.44481105,0.0,78727.30336978,0.0,88337.72558794,68877.85195917,2492.25446991,330.43436657,2161.82010333,22.10236467,22.09715393,6106.28957889,179.01577312,18.55041546,22.09715391,74.74331765,2.37648812,0.0,6.73525659,0.0,11.48861436,1906.0,1143.0,60.0,97.7,1.8,0.0,0.0,58.0,1.6
121,MARSHFIELD,0.012302936630602775,2016.0,0.07573415765069552,0.11901081916537867,0.22256568778979907,99875.02297598,0.0,0.0,0.0,0.0,100849.81409545,0.0,2061.22775857,230.87141371,1829.62784721,28.55621413,28.52834582,5516.13831984,107.40229279,19.03210854,28.28116326,92.16510782,0.17525829,0.23433911,0.74608719,0.07336694,2.02778938,873.0,593.0,68.0,99.0,1.0,0.0,0.0,64.0,0.0
124,MATTAPOISETT,0.007136000000000001,2016.0,0.056,0.072,0.096,90964.35270836,0.0,0.0,2.265e-05,0.0,90883.89108928,88943.86992306,2579.63573634,346.95100795,2232.68472839,17.49298842,17.3818803,6015.02722539,67.95510989,33.14748619,17.28117253,93.67322777,2e-08,0.0,0.09933534,0.0,2.28471282,117.0,93.0,79.0,98.9,0.0,0.0,0.0,71.0,0.0
125,MAYNARD,0.0014437007874015763,2018.0,0.003937007874015748,0.003937007874015748,0.031496062992125984,100489.56982867,0.00190073,0.0,0.02676051,0.0,100917.88592575,0.00883429,2078.30296588,292.37927509,1785.92347272,5.36843387,5.36844874,5055.28240586,116.33138731,22.8465112,5.36844874,91.93105577,1.15384363,1e-08,2.46595565,1e-08,2.50366259,473.0,246.0,52.0,98.0,0.0,0.0,0.0,68.0,0.0
126,MEDFORD,0.0033528372549019607,2017.8823529411766,0.058823529411764705,0.0784313725490196,0.17647058823529413,94982.23565684,58466.89317967,0.0,107531.994931,0.0,91307.15563238,18161.82204189,2301.57871865,236.04778512,2065.58071305,8.4487248,8.44596333,5107.72524676,214.8420665,11.88121331,8.33262491,74.57731331,7.59583424,0.03141065,8.28102044,0.10514632,5.33516292,2061.0,1494.0,72.0,98.5,1.1,0.3,0.1,82.0,1.3
127,MEDWAY,0.035201136363636344,2016.0416666666667,0.07196969696969698,0.08333333333333333,0.13636363636363635,128310.67019163,0.0,0.0,204241.66140932,0.0,127419.29459969,23547.26971652,2564.60147092,360.48227443,2204.11919648,11.66750048,11.66717768,7088.05458368,105.15477949,22.39173712,11.60689618,91.87042196,2.61654721,0.0,3.15541416,0.0,0.92341347,451.0,288.0,64.0,98.6,0.0,0.0,0.0,56.0,0.0
128,MELROSE,0.005717564924114673,2017.0927487352444,0.08431703204047218,0.12310286677908938,0.1973018549747049,106279.02425573,42237.86493655,0.0,129296.97762855,0.0,105475.03791996,35690.90965272,2278.16018149,309.39456381,1968.76561768,4.76805161,4.76834867,5597.71070885,135.15400711,21.78954847,4.76834867,85.10536004,2.59097505,0.0,6.41546674,0.0,3.83633421,1118.0,1028.0,92.0,98.5,1.3,0.0,0.0,85.0,1.1
129,MERRIMAC,0.0033247787610619457,2016.0,0.02654867256637168,0.02654867256637168,0.07079646017699115,83448.47243293,0.0,0.0,0.0,0.0,84093.01353226,0.0,2773.23726271,347.77887184,2425.45839087,8.90195335,8.90232807,6304.60143165,144.1661304,15.72297579,8.71087447,94.43262831,0.09992882,0.0,0.89935833,0.0,3.89721912,134.0,149.0,99.0,98.7,0.0,0.0,0.0,42.0,0.0
130,METHUEN,0.003022137404580152,2017.0,0.029262086513994912,0.04834605597964377,0.09796437659033079,94491.61453018,49733.0387714,5539.17330952,42626.54832278,0.0,94014.60932734,85407.80699379,1625.26020888,155.89893399,1469.36127489,22.99503589,22.9947227,4341.79654082,116.90918942,23.60602452,22.48534999,72.56977067,2.13605073,0.0,4.39043341,0.0,18.66124695,2107.0,1204.0,57.0,98.9,0.7,0.2,0.2,61.0,0.8
132,MIDDLEBOROUGH,0.19836708860759514,2016.0506329113923,0.056962025316455694,0.06962025316455696,0.12658227848101267,91836.34224131,19835.3213867,0.0,9.722e-05,0.0,90535.40555171,105873.35183725,2383.50075589,260.5962605,2122.90449539,72.20436515,72.20831087,6032.04634022,109.8118576,21.85950317,71.97857991,92.97064968,1.45735883,0.09809219,0.64819499,0.29427657,2.19256884,898.0,560.0,62.0,98.6,1.1,0.0,0.0,51.0,1.2
133,MIDDLETON,0.0308931937172775,2018.0,0.05235602094240838,0.06806282722513089,0.1256544502617801,102587.30142248,0.0,0.0,235470.67134128,0.0,101908.41192901,8.77e-06,2974.8853025,405.98434716,2568.90095533,14.48714274,14.48693797,7450.66591793,110.74214104,22.52944469,14.4843002,88.88553171,0.7998698,0.09998373,1.49975588,0.0,6.69890959,240.0,206.0,86.0,99.0,0.0,0.0,0.0,42.0,0.0
134,MILLBURY,0.0004683333333333333,2016.0,0.0,0.01904761904761905,0.023809523809523808,85072.00543551,1.313e-05,0.0,67832.81536652,0.0,83181.1173712,6.9e-06,2093.69593237,133.96339801,1959.73253436,16.44527468,16.44600837,5461.87457723,71.20715411,29.35338778,16.44600841,92.32181608,1.63438926,0.04210543,2.58054442,0.34961224,0.49758815,444.0,337.0,76.0,99.7,0.0,0.0,0.0,62.0,0.0
135,MILTON,0.0003046755102040816,2017.0408163265306,0.00510204081632653,0.00510204081632653,0.01020408163265306,132119.27688119,112919.5578815,0.0,186212.09052353,0.0,132244.933374,71150.04796377,1561.58716919,263.22646943,1298.36069976,13.30776276,13.19889223,4361.07084194,100.42165453,32.76876725,13.13377647,76.52340176,9.91924668,0.09545244,7.20181225,0.0,3.56355056,998.0,809.0,81.0,98.9,0.9,0.0,0.0,84.0,1.0
136,MONSON,0.004384469696969696,2016.0,0.06060606060606061,0.09090909090909091,0.16666666666666666,82527.20754921,9.86e-06,0.0,0.0,0.0,83954.83039613,4.71e-05,1778.88333845,253.83109379,1525.05224466,44.78490473,44.78611721,4285.91392405,126.88766525,14.35871461,44.78611716,95.34815676,0.83277193,0.0,0.61170243,0.0,1.93973917,218.0,146.0,67.0,98.6,0.0,0.0,0.0,56.0,0.0
137,NAHANT,0.000771626865671642,2016.5671641791046,0.0,0.0,0.029850746268656716,89592.87272838,0.0,0.0,131833.56069206,0.0,89241.37710555,0.00020329,1551.95163778,168.99473375,1382.95690403,1.25463445,1.18990878,3236.71124485,63.99428738,21.6338889,1.03598538,93.995454,0.98734729,0.0,1.38228609,0.0,1.57975573,55.0,63.0,99.0,98.4,0.0,0.0,0.0,88.0,0.0
138,NANTUCKET,0.0,2020.0,0.0,0.0,0.0,101779.92468244,0.0,0.0,0.0,0.0,103278.71278766,18528.33252057,603.54366376,173.97307438,429.44930241,48.90211563,48.12546936,1414.50108839,47.34898596,14.52355554,47.85947496,90.2310547,3.01693478,0.10540617,1.06163539,0.02148965,1.6425992,493.0,280.0,57.0,98.6,0.0,0.0,0.0,37.0,0.0
139,NEEDHAM,0.0013841372912801481,2016.3896103896104,0.011131725417439703,0.016697588126159554,0.07050092764378478,150324.23387358,53788.05808682,0.0,86245.71480634,0.0,150675.56189847,66281.17089533,2156.42217076,398.31426423,1758.10790653,12.72207999,12.7209675,5594.66870089,108.65594161,27.63243996,12.51570461,84.05772182,3.11061136,0.03892773,8.11822053,0.0,2.62852744,1112.0,838.0,75.0,99.8,0.0,0.0,0.0,72.0,0.0
140,NEW BEDFORD,0.011670337197049527,2016.0105374077978,0.0958904109589041,0.14330874604847207,0.25500526870389884,61658.21006623,6978.03925827,0.0,1.034e-05,0.0,64538.00012055,23917.80140372,1384.25616009,74.86929454,1309.39702412,20.27894066,20.25884955,3388.46987403,178.89668521,11.004947,20.20738211,73.87156095,3.90025391,0.0347435,2.17869476,0.01240728,12.99345858,4398.0,3587.0,82.0,94.1,4.9,0.9,0.1,85.0,4.3
141,NEW SALEM,0.0016052631578947366,2018.0,0.0,0.0,0.05263157894736842,44376.55482163,55446.69319053,0.0,0.0,0.0,44143.03943694,45166.08361504,1076.74479953,289.93128307,786.81351646,58.69136883,58.69002022,2458.56672106,67.90513774,7.48605212,58.69002026,49.66921104,0.32357793,0.16178896,0.53929654,0.0,1.45610064,24.0,7.0,29.0,85.7,0.0,0.0,0.0,55.0,0.0
142,NEWBURY,0.001812921348314606,2018.0,0.033707865168539325,0.0449438202247191,0.0898876404494382,92340.72488426,0.0,0.0,3.82e-06,0.0,94698.88854859,7.18e-06,2777.86754761,502.97601744,2274.89153017,24.18020131,24.01089367,6330.76120826,127.91431254,17.2519397,23.61304169,93.33363586,0.39716441,0.0,0.49645551,0.0,3.17731525,193.0,124.0,64.0,96.0,0.0,0.0,0.0,58.0,0.0
143,NEWBURYPORT,0.001090909090909091,2018.0,0.0,0.09090909090909091,0.09090909090909091,115689.30111281,0.0,0.0,67464.24701102,0.0,115751.79930998,0.0,2071.71878892,297.47906737,1774.51978072,8.74279558,8.44906942,4422.06233408,109.76466922,17.48833225,8.38214635,90.57463336,1.72471561,0.0,3.50027863,0.0,1.52116621,499.0,305.0,61.0,97.7,0.0,0.0,0.0,73.0,2.3
144,NEWTON,0.0032197857142857145,2016.142857142857,0.07142857142857142,0.07142857142857142,0.14285714285714285,154189.78975867,27431.04002623,0.0,158000.06923982,0.0,157300.86506194,46802.46818305,1761.69936497,331.00882432,1430.75709317,18.15552915,18.15541108,4508.74055654,117.14094601,24.24233892,17.93755844,74.19092782,2.99082763,0.09245681,14.65560871,0.00553165,4.91919817,3013.0,2034.0,68.0,99.4,0.5,0.1,0.0,83.0,0.5
148,NORFOLK,0.0014459084249084254,2016.0586080586081,0.029304029304029304,0.03296703296703297,0.047619047619047616,143148.60235043,0.0,0.0,100259.31326861,0.0,143007.76833765,47130.40395554,1557.02769323,277.24316137,1279.78453186,15.39693933,15.39703603,4508.80128567,84.11459346,20.12261453,15.30932325,82.34321789,6.44618362,0.32678765,1.68306086,0.0,8.10020473,342.0,337.0,99.0,99.4,0.0,0.0,0.0,43.0,0.0
149,NORTH ADAMS,0.005620691056910564,2016.1504065040651,0.08943089430894309,0.13211382113821138,0.19308943089430894,37129.78853139,0.0,0.0,0.0005936,0.0,37625.75001442,567.53691871,1293.70572284,129.78742989,1163.91829295,20.61500589,20.61506901,2918.16249186,272.60544386,5.12641273,20.61506901,90.3227574,1.15170701,0.0351582,0.5490656,0.09084224,4.54934338,449.0,355.0,79.0,92.7,6.2,0.0,0.0,85.0,3.9
150,NORTH ANDOVER,0.03618771186440677,2016.2372881355932,0.03389830508474576,0.046610169491525424,0.08050847457627118,155482.98649135,0.00291641,0.0,114437.28508658,0.0,153114.42635799,190330.44587967,1716.44290355,226.67739314,1489.76550496,27.71646183,27.71727502,4452.07020247,55.3646648,48.83608901,27.58447925,83.70866985,1.28277254,0.00576826,8.57090094,0.0,3.88525406,1086.0,743.0,68.0,98.8,0.9,0.0,0.0,55.0,0.9
152,NORTH ATTLEBOROUGH,0.004006564551422305,2016.0,0.0350109409190372,0.05470459518599562,0.11597374179431072,102709.86920105,33521.65163978,0.0,96577.9567992,0.0,99156.94861092,107381.0236473,2606.91241283,238.59210935,2368.32030347,19.38007649,19.38039689,7443.46148385,106.49617293,28.07294367,19.3528345,87.9154179,1.48496561,0.00864253,4.50728415,0.0,4.57189422,1139.0,660.0,58.0,97.3,2.4,0.0,0.0,59.0,1.8
154,NORTH BROOKFIELD,0.014984932432432424,2016.0,0.07432432432432433,0.08783783783783784,0.1891891891891892,73586.0473549,0.0,0.0,0.0,0.0,73856.99965926,0.0,1820.76826114,250.96805796,1569.80020318,21.94878597,21.94750022,4671.98412267,180.96065187,9.86856228,21.94750022,97.88277052,0.59989441,0.0,0.499912,0.0,0.99982401,170.0,95.0,56.0,98.9,0.0,0.0,0.0,72.0,0.0
158,NORTH READING,0.0029407792207792197,2018.0,0.015584415584415584,0.03116883116883117,0.08831168831168831,136584.47824124,8e-08,0.0,169414.00555843,0.0,132486.25820194,1.972e-05,2743.15056397,495.58174469,2247.56881928,13.48949993,13.48886915,7519.59177036,173.50045574,14.84362656,13.48886915,90.08790716,1.24939421,0.245507,4.43115375,0.0,1.46812628,536.0,419.0,78.0,100.0,0.0,0.0,0.0,56.0,0.0
159,NORTHBOROUGH,0.004281596343178618,2016.056258790436,0.09282700421940929,0.11954992967651196,0.21237693389592124,117800.7379132,0.00011313,0.0,71877.19027289,0.0,116116.71056505,3.197e-05,1994.68861584,268.43532915,1726.25328669,18.74458523,18.74459534,5367.7210855,41.70310258,57.84730148,18.74459534,83.55426897,2.4869512,0.35744299,8.34518045,0.0,2.8900245,382.0,367.0,96.0,99.5,0.0,0.0,0.0,56.0,0.0
160,NORTHFIELD,0.002059777777777779,2016.0,0.014814814814814815,0.037037037037037035,0.08888888888888889,72024.54482197,0.0,0.0,1.6e-06,0.0,76750.7087628,0.0001273,1233.07261973,121.90831411,1111.16430562,35.37275601,35.37328374,2990.87451759,76.94530743,14.94110122,34.37438202,95.32263853,0.39967561,1e-08,0.19983796,0.0,3.29732372,67.0,39.0,58.0,97.4,0.0,0.0,0.0,72.0,0.0
161,NORTON,0.024765044722719134,2016.0608228980323,0.2880143112701252,0.3774597495527728,0.5402504472271914,109250.41598728,22770.27263095,0.0,0.00078219,0.0,106757.13523882,4.975e-05,1633.04919269,181.05141488,1451.9977778,29.31389705,29.31473335,4325.95885287,94.91844621,26.85430597,29.27286539,91.30226319,3.40892024,0.0,1.41719556,0.0,2.49204981,601.0,453.0,75.0,99.8,0.0,0.0,0.0,48.0,0.0
162,NORWELL,0.006567207637231501,2016.1241050119331,0.07398568019093078,0.09785202863961814,0.16945107398568018,144212.3572845,0.0,0.0,6.683e-05,0.0,143991.62031881,0.0,1830.78664385,221.51966171,1609.26698214,21.2275351,21.22738202,5104.80248108,49.66152584,33.25223185,21.16332951,95.03248452,0.32684609,0.0,1.45357663,0.23346149,1.35922084,365.0,356.0,98.0,100.0,0.0,0.0,0.0,67.0,0.0
163,NORWOOD,0.004131655737704917,2017.9344262295083,0.08196721311475409,0.09836065573770492,0.14754098360655737,90756.6577581,26581.0634389,0.0,113193.61113158,0.0,90184.15773908,21716.16577832,2033.81096655,184.6854388,1849.12552775,10.54861083,10.5484658,5110.68316667,152.80766908,13.50953686,10.47011247,79.35088331,5.80769379,0.0,5.69897957,0.0,7.05214292,1206.0,922.0,76.0,98.3,1.3,0.0,0.0,78.0,1.4
164,OAK BLUFFS,0.013227765363128493,2016.04469273743,0.05027932960893855,0.061452513966480445,0.07262569832402235,81222.23764075,1.394e-05,0.0,0.0,0.0,86321.58246478,0.0,1741.93471731,423.9841103,1318.95056954,7.40473494,7.38064811,4430.18898934,157.93543309,9.28945358,7.35440634,87.01852264,3.266907,0.0,0.0,0.0,1.88094645,171.0,54.0,32.0,98.1,0.0,0.0,0.0,45.0,0.0
165,ORANGE,0.0075614285714285705,2016.0,0.14285714285714285,0.21428571428571427,0.2857142857142857,45844.52435278,3.4e-07,0.0,0.0,0.0,46233.05546806,5.31e-06,1559.63110278,213.38512859,1346.24597419,36.01148695,36.01261068,3664.02316205,197.08178669,8.33527339,35.84377716,96.44477525,0.53589596,0.22412785,0.38421917,0.0,1.12796054,288.0,102.0,35.0,90.2,9.8,0.0,0.0,71.0,0.0
166,PALMER,0.001512272727272727,2016.6363636363637,0.0,0.0,0.045454545454545456,62765.27228751,0.0,0.0,0.0,0.0,60868.24197368,9474.88210402,2004.80194458,298.11007739,1706.69186719,31.99899083,31.998556,4829.05390871,208.56649329,9.02625947,31.99855602,88.7802796,1.53222302,0.0,2.07960851,0.0,5.1071119,335.0,268.0,80.0,97.0,3.0,0.0,0.0,71.0,2.2
167,PAXTON,0.0003961165048543689,2018.0,0.0,0.009708737864077669,0.019417475728155338,99844.65595536,249925.0435652,0.0,0.0,0.0,97042.50757476,1.134e-05,1569.73188986,179.96926126,1389.7626286,15.4531073,15.45402747,4278.11277929,55.96222444,26.42518408,15.45402739,88.27317274,7.19781247,0.0,0.59981771,0.09996962,2.69917969,144.0,93.0,65.0,98.9,0.0,0.0,0.0,72.0,0.0
168,PEABODY,0.03476525134264231,2016.342642320086,0.28678839957035446,0.3770139634801289,0.4747583243823845,79092.92801401,17544.59716349,0.0,20035.15233879,0.0,80844.59790208,17484.83502644,2847.84537432,211.20160511,2636.64375719,16.80394674,16.7801251,6490.68082533,182.86616514,26.02327194,16.78047957,87.66780463,2.24030161,0.22626658,1.13692918,0.0,7.01325559,1752.0,1503.0,86.0,98.7,1.3,0.0,0.0,67.0,0.5
169,PELHAM,0.008184776119402985,2016.0,0.11940298507462686,0.19402985074626866,0.2537313432835821,93930.70044333,0.00018257,0.0,2.31e-06,0.0,96519.94790858,0.00015215,535.91906953,134.97961639,400.93945314,26.55040736,26.54806899,1318.7926359,15.98535466,33.61914173,26.54806899,90.57367609,2.49927361,0.09997094,0.29991284,0.0,4.6986344,31.0,21.0,68.0,95.2,0.0,0.0,0.0,66.0,0.0
170,PEMBROKE,0.00681235727440148,2016.0,0.04788213627992634,0.09392265193370165,0.1878453038674033,103974.14097047,0.0,0.0,0.0,0.0,101161.98652693,0.0,2243.83296497,219.16181735,2024.67114762,23.55587821,23.55640509,6169.38197903,67.05081805,31.72730819,23.55640512,93.68108876,0.53781436,0.0,1.60497112,0.0,1.22131589,633.0,448.0,71.0,98.9,0.0,0.0,0.0,54.0,0.0
171,PEPPERELL,0.0005961538461538462,2016.0,0.0,0.019230769230769232,0.028846153846153848,109143.69196605,18534.9011142,0.0,11146.52396049,0.0,109344.75743837,9.707e-05,1396.87268174,184.0920422,1212.78063955,23.19250176,23.1907529,3751.13215614,62.37828208,25.59240278,23.19075264,91.13815741,0.65081416,0.0,2.55416674,0.0,2.30698077,385.0,265.0,69.0,99.6,0.0,0.0,0.0,50.0,0.0
172,PITTSFIELD,0.002131766169154228,2018.1691542288556,0.022388059701492536,0.029850746268656716,0.07835820895522388,67932.97849367,36197.71766902,0.0,1460.51200409,0.0,67247.18714744,3674.55305896,1744.32369219,198.18721336,1546.13647884,42.46927935,42.46432822,4181.40686525,168.10730611,16.37283322,42.46432823,87.6806341,2.58376722,0.34715456,2.23119334,0.05135943,4.35404336,1592.0,1181.0,74.0,95.4,3.8,0.8,0.0,83.0,2.9
